-457,1384,
-640.25,2048,
8,3,res/img/Stage3/a1.png,1383.2,-274.8,0,386.7099,14.99885,352.2877,255,255,255,255,1,0,
8,4,res/img/Stage3/a1.png,1115.9,-284.5,0,176.0514,14.99885,24.79379,255,255,255,255,1,0,
8,5,res/img/Stage3/a1.png,1066.1,-310.3,0,41.80983,14.99885,330.7813,255,255,255,255,1,0,
8,6,res/img/Stage3/a1.png,966.3,-315.2,0,176.0514,14.99885,9.350136,255,255,255,255,1,0,
8,7,res/img/Stage3/a1.png,866.9,-295.4,0,205.7448,14.99885,344.5353,255,255,255,255,1,0,
8,8,res/img/Stage3/a1.png,693,-297.8,0,170.3102,14.99885,20.81684,255,255,255,255,1,0,
8,9,res/img/Stage3/a1.png,596,-346,0,58.28377,14.99885,44.34738,255,255,255,255,1,0,
9,0,res/img/Stage3/a1.png,349,-334,0,78.56252,14.99885,313.4272,255,255,255,255,1,0,
9,1,res/img/Stage3/a1.png,229.6,-279.3,0,199.4665,14.99885,343.2836,255,255,255,255,1,0,
9,2,res/img/Stage3/a1.png,45.5,-276.3,0,191.6785,14.99885,15.35522,255,255,255,255,1,0,
9,3,res/img/Stage3/a1.png,-65,-333,0,80.00224,14.99885,57.33291,255,255,255,255,1,0,
10,0,res/img/Stage3/a1.png,-355,-332,0,82.30978,14.99886,309.1021,255,255,255,255,1,0,
10,1,res/img/Stage3/a1.png,-433.5,-295.7,0,121.5052,14.99885,350.3053,255,255,255,255,1,0,
11,0,res/img/Stage3/a1.png,2039,389,0,218.4202,14.99885,104.5472,255,255,255,255,1,1,
11,1,res/img/Stage3/a1.png,-475,-210,0,239.287,14.48676,305.786,255,255,255,255,1,1,
11,2,res/img/Stage3/a1.png,-569,-28,0,239.287,14.48677,289.8052,255,255,255,255,1,1,
11,3,res/img/Stage3/a1.png,-604,131,0,239.287,14.48677,269.6907,255,255,255,255,1,1,
12,0,res/img/Stage3/a1.png,-486,308,0,287.9754,14.48677,216.7339,255,255,255,255,1,0,
12,1,res/img/Stage3/a1.png,-242,436,0,287.9755,14.48677,198.2277,255,255,255,255,1,0,
12,2,res/img/Stage3/a1.png,-6,459,0,287.9753,14.48676,169.3328,255,255,255,255,1,0,
12,3,res/img/Stage3/a1.png,264,482,0,287.9754,14.48677,200.1868,255,255,255,255,1,0,
12,4,res/img/Stage3/a1.png,458,529,0,287.9757,14.48678,188.7067,255,255,255,255,1,0,
12,5,res/img/Stage3/a1.png,669,529,0,287.9758,14.48679,169.5025,255,255,255,255,1,0,
12,6,res/img/Stage3/a1.png,810,534,0,69.13245,14.4868,258.1419,255,255,255,255,1,0,
12,7,res/img/Stage3/a1.png,764,601,0,136.3573,14.4868,325.2682,255,255,255,255,1,0,
12,8,res/img/Stage3/a1.png,622.1,653.7,0,180.4206,14.4868,350.3838,255,255,255,255,1,0,
12,9,res/img/Stage3/a1.png,417.7,645,0,244.1187,14.4868,11.18149,255,255,255,255,1,0,
12,10,res/img/Stage3/a1.png,181.2,659.4,0,268.9576,14.4868,342.6574,255,255,255,255,1,0,
12,11,res/img/Stage3/a1.png,-73,673.9,0,262.689,14.4868,10.90107,255,255,255,255,1,0,
12,12,res/img/Stage3/a1.png,-313.8,670.5,0,262.6889,14.4868,349.3058,255,255,255,255,1,0,
12,13,res/img/Stage3/a1.png,-544,678,0,213.955,14.4868,9.09105,255,255,255,255,1,0,
13,0,res/img/Stage3/Stage3_2.png,710,540,2,3510,2340,0,255,255,255,255,0,3,
